orderdate,total_qtd_product,unitprice_product,productmodel_name,standardcost_product,listprice_product,daystomanufature_product,product_line,product_class,product_style,name_store,countryregioncode
2011-05-31,3,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-05-31,10,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-05-31,11,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-05-31,25,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-05-31,12,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-05-31,11,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-05-31,16,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-05-31,6,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-05-31,6,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-07-01,5,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-07-01,4,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-07-01,22,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-07-01,4,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-07-01,17,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-07-01,12,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-07-01,21,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-07-01,9,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-07-01,18,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-07-01,4,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-07-01,5,714.7043,HL Mountain Frame,739.041,1349.6,2,undefined,undefined,undefined,Racing Supply Distributors,others
2011-07-01,24,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-07-01,10,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Standard Bikes,others
2011-07-01,8,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-07-01,6,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-07-01,10,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Tread Industries,United States
2011-07-01,13,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-07-01,14,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-07-01,2,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Racing Supply Distributors,others
2011-07-01,5,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-07-01,5,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Standard Bikes,others
2011-07-01,4,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-07-01,6,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-07-01,20,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Tread Industries,United States
2011-07-01,5,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Active Systems,United States
2011-07-01,11,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-07-01,5,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-07-01,19,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-07-01,6,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-07-01,36,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-07-01,19,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-07-01,41,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-07-01,38,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-07-01,38,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-07-01,3,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Active Systems,United States
2011-07-01,9,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-07-01,12,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-07-01,23,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-07-01,3,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-07-01,22,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-07-01,22,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-07-01,24,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-07-01,41,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-07-01,38,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-08-01,9,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-01,10,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-01,21,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-01,5,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-01,1,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-08-01,29,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-01,4,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-08-01,8,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-08-01,22,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-01,17,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-01,4,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Racing Supply Distributors,others
2011-08-01,4,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-01,6,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-01,16,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-08-01,11,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-01,2,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-01,3,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-01,4,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Standard Bikes,others
2011-08-01,11,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-01,16,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-01,19,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-01,24,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-01,7,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-01,2,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-08-01,62,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-01,14,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-08-01,6,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-08-01,15,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-01,31,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-01,45,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-01,7,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-01,5,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-08-01,47,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-01,11,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-08-31,12,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-31,15,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-31,4,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-31,1,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-08-31,12,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-31,7,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-31,6,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-08-31,1,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-31,7,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-31,4,722.5949,HL Mountain Frame,747.2002,1364.5,1,undefined,undefined,undefined,Racing Supply Distributors,others
2011-08-31,6,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-31,6,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Standard Bikes,others
2011-08-31,1,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-31,6,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-31,3,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-31,5,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-31,6,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-31,15,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-31,1,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-31,10,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-31,6,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Tread Industries,United States
2011-08-31,14,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-31,25,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-31,21,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-31,9,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-08-31,16,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-31,4,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-31,14,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-08-31,5,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-08-31,20,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-08-31,19,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-08-31,15,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-08-31,23,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-08-31,7,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-08-31,14,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-10-01,11,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-01,9,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-01,16,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-01,3,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-01,23,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-01,17,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-10-01,24,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-01,22,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-01,22,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-10-01,2,722.5949,HL Mountain Frame,747.2002,1364.5,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-01,3,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-01,22,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-01,13,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Standard Bikes,others
2011-10-01,15,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-01,17,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-01,14,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Tread Industries,United States
2011-10-01,2,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-01,1,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-01,2,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-01,11,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-01,15,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-01,5,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-01,3,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-01,9,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-01,5,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Standard Bikes,others
2011-10-01,9,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-01,19,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-01,14,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Tread Industries,United States
2011-10-01,15,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-01,12,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-01,47,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-01,5,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-01,41,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-01,18,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-10-01,48,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-01,48,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-01,26,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-10-01,15,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-01,10,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-01,43,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-01,12,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-01,33,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-01,29,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-10-01,45,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-01,58,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-01,54,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-10-31,9,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-31,12,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-31,29,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-31,5,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-31,2,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-10-31,30,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-31,8,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-31,18,5.1865,Cycling Cap,6.9223,8.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-10-31,26,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-31,20,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-31,4,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-31,11,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-31,5,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-31,20,722.5949,HL Mountain Frame,747.2002,1364.5,2,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-31,3,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-31,3,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-31,1,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-31,2,758.0759,HL Road Frame,868.6342,1431.5,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-31,11,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-31,1,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-31,6,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-31,7,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-31,3,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Standard Bikes,others
2011-10-31,23,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-31,2,178.5808,LL Road Frame,204.6251,337.22,1,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-31,24,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-31,25,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-31,54,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-31,4,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Racing Supply Distributors,others
2011-10-31,11,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-31,3,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-10-31,70,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
2011-10-31,14,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Thrifty Parts and Sales,United States
2011-10-31,10,28.8404,Long-Sleeve Logo Jersey,38.4923,49.99,0,undefined,undefined,undefined,Tread Industries,United States
2011-10-31,17,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Outdoor Sporting Goods,United States
2011-10-31,44,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Petroleum Products Distributors,others
2011-10-31,50,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Quick Parts and Service,others
2011-10-31,4,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Reliable Brake Systems,United States
2011-10-31,9,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,Standard Bikes,others
2011-10-31,64,20.1865,Sport-100,13.0863,34.99,0,undefined,undefined,undefined,The Bicycle Accessories Company,United States
